0.019 pkt: 0 | received
0.774 pkt: 326 | received
0.774 ACK: 326 | sent
0.775 pkt: 327 | received
0.775 ACK: 327 | sent
0.776 pkt: 328 | received
0.776 ACK: 328 | sent
0.777 pkt: 329 | received
0.777 ACK: 329 | sent
0.778 pkt: 330 | received
0.778 ACK: 330 | sent
0.780 pkt: 331 | received
0.780 ACK: 331 | sent
0.781 pkt: 332 | received
0.781 ACK: 332 | sent
0.782 pkt: 333 | received
0.782 ACK: 333 | sent
0.784 pkt: 334 | received
0.784 ACK: 334 | sent
0.784 pkt: 335 | received
0.784 ACK: 335 | sent
0.786 pkt: 336 | received
0.786 ACK: 336 | sent
0.786 pkt: 337 | received
0.786 ACK: 337 | sent
0.787 pkt: 338 | received
0.788 ACK: 338 | sent
0.789 pkt: 339 | received
0.789 ACK: 339 | sent
0.790 pkt: 340 | received
0.790 ACK: 340 | sent
0.791 pkt: 341 | received
0.791 ACK: 341 | sent
0.792 pkt: 342 | received
0.792 ACK: 342 | sent
0.793 pkt: 343 | received
0.793 ACK: 343 | sent
0.794 pkt: 344 | received
0.795 ACK: 344 | sent
0.796 pkt: 345 | received
0.796 ACK: 345 | sent
0.797 pkt: 346 | received
0.797 ACK: 346 | sent
0.798 pkt: 347 | received
0.798 ACK: 347 | sent
0.799 pkt: 348 | received
0.799 ACK: 348 | sent
0.800 pkt: 317 | received
0.800 ACK: 348 | sent
0.801 pkt: 317 | received
0.801 ACK: 348 | sent
0.803 pkt: 317 | received
0.803 ACK: 348 | sent
0.804 pkt: 317 | received
0.804 ACK: 348 | sent
0.805 pkt: 317 | received
0.805 ACK: 348 | sent
0.806 pkt: 317 | received
0.806 ACK: 348 | sent
0.807 pkt: 317 | received
0.808 ACK: 348 | sent
0.808 pkt: 317 | received
0.808 ACK: 348 | sent
0.810 pkt: 317 | received
0.810 ACK: 348 | sent
0.811 pkt: 349 | received
0.811 ACK: 349 | sent
0.812 pkt: 350 | received
0.812 ACK: 350 | sent
0.814 pkt: 351 | received
0.814 ACK: 351 | sent
0.814 pkt: 352 | received
0.814 ACK: 352 | sent
0.816 pkt: 353 | received
0.816 ACK: 353 | sent
0.816 pkt: 354 | received
0.817 ACK: 354 | sent
0.817 pkt: 355 | received
0.818 ACK: 355 | sent
0.819 pkt: 356 | received
0.819 ACK: 356 | sent
0.821 pkt: 357 | received
0.821 ACK: 357 | sent
0.821 pkt: 358 | received
0.822 ACK: 358 | sent
0.822 pkt: 359 | received
0.822 ACK: 359 | sent
0.823 pkt: 360 | received
0.823 ACK: 360 | sent
0.824 pkt: 361 | received
0.825 ACK: 361 | sent
0.825 pkt: 362 | received
0.825 ACK: 362 | sent
0.829 pkt: 363 | received
0.829 ACK: 363 | sent
0.829 pkt: 364 | received
0.829 ACK: 364 | sent
0.831 pkt: 365 | received
0.831 ACK: 365 | sent
0.832 pkt: 366 | received
0.832 ACK: 366 | sent
0.833 pkt: 367 | received
0.833 ACK: 367 | sent
0.834 pkt: 368 | received
0.834 ACK: 368 | sent
0.841 pkt: 369 | received
0.841 ACK: 369 | sent
0.841 pkt: 370 | received
0.841 ACK: 370 | sent
0.842 pkt: 371 | received
0.842 ACK: 371 | sent
0.843 pkt: 372 | received
0.844 ACK: 372 | sent
0.845 pkt: 373 | received
0.845 ACK: 373 | sent
0.845 pkt: 374 | received
0.846 ACK: 374 | sent
0.847 pkt: 375 | received
0.847 ACK: 375 | sent
0.850 pkt: 376 | received
0.850 ACK: 376 | sent
0.850 pkt: 377 | received
0.850 ACK: 377 | sent
0.851 pkt: 379 | received
0.851 ACK: 377 | sent
0.852 pkt: 380 | received
0.852 ACK: 377 | sent
0.854 pkt: 349 | received
0.854 ACK: 377 | sent
0.854 pkt: 349 | received
0.854 ACK: 377 | sent
0.856 pkt: 349 | received
0.857 ACK: 377 | sent
0.857 pkt: 349 | received
0.857 ACK: 377 | sent
0.858 pkt: 381 | received
0.858 ACK: 377 | sent
0.859 pkt: 382 | received
0.860 ACK: 377 | sent
0.860 pkt: 383 | received
0.860 ACK: 377 | sent
0.861 pkt: 384 | received
0.861 ACK: 377 | sent
0.862 pkt: 385 | received
0.862 ACK: 377 | sent
0.863 pkt: 386 | received
0.863 ACK: 377 | sent
0.865 pkt: 388 | received
0.865 ACK: 377 | sent
0.866 pkt: 389 | received
0.866 ACK: 377 | sent
0.867 pkt: 390 | received
0.867 ACK: 377 | sent
0.868 pkt: 391 | received
0.868 ACK: 377 | sent
0.869 pkt: 392 | received
0.869 ACK: 377 | sent
0.871 pkt: 393 | received
0.871 ACK: 377 | sent
0.872 pkt: 394 | received
0.872 ACK: 377 | sent
0.873 pkt: 395 | received
0.873 ACK: 377 | sent
0.874 pkt: 396 | received
0.874 ACK: 377 | sent
0.875 pkt: 397 | received
0.875 ACK: 377 | sent
0.876 pkt: 398 | received
0.876 ACK: 377 | sent
0.877 pkt: 399 | received
0.877 ACK: 377 | sent
0.879 pkt: 400 | received
0.879 ACK: 377 | sent
0.880 pkt: 401 | received
0.880 ACK: 377 | sent
0.881 pkt: 402 | received
0.881 ACK: 377 | sent
0.882 pkt: 403 | received
0.882 ACK: 377 | sent
0.883 pkt: 404 | received
0.883 ACK: 377 | sent
0.884 pkt: 405 | received
0.884 ACK: 377 | sent
0.886 pkt: 406 | received
0.886 ACK: 377 | sent
0.887 pkt: 407 | received
0.887 ACK: 377 | sent
0.888 pkt: 408 | received
0.888 ACK: 377 | sent
0.889 pkt: 409 | received
0.889 ACK: 377 | sent
0.891 pkt: 378 | received
0.891 ACK: 386 | sent
0.891 pkt: 378 | received
0.891 ACK: 386 | sent
0.892 pkt: 378 | received
0.892 ACK: 386 | sent
0.894 pkt: 378 | received
0.894 ACK: 386 | sent
0.895 pkt: 378 | received
0.895 ACK: 386 | sent
0.896 pkt: 378 | received
0.896 ACK: 386 | sent
0.898 pkt: 378 | received
0.898 ACK: 386 | sent
0.899 pkt: 378 | received
0.899 ACK: 386 | sent
0.899 pkt: 378 | received
0.899 ACK: 386 | sent
0.901 pkt: 378 | received
0.901 ACK: 386 | sent
0.902 pkt: 378 | received
0.902 ACK: 386 | sent
0.904 pkt: 378 | received
0.904 ACK: 386 | sent
0.904 pkt: 378 | received
0.904 ACK: 386 | sent
0.907 pkt: 378 | received
0.907 ACK: 386 | sent
0.909 pkt: 378 | received
0.909 ACK: 386 | sent
0.913 pkt: 410 | received
0.913 ACK: 386 | sent
0.913 pkt: 411 | received
0.913 ACK: 386 | sent
0.914 pkt: 412 | received
0.914 ACK: 386 | sent
0.916 pkt: 413 | received
0.917 ACK: 386 | sent
0.917 pkt: 414 | received
0.917 ACK: 386 | sent
0.918 pkt: 415 | received
0.918 ACK: 386 | sent
0.919 pkt: 416 | received
0.919 ACK: 386 | sent
0.920 pkt: 417 | received
0.920 ACK: 386 | sent
0.921 pkt: 418 | received
0.921 ACK: 386 | sent
0.924 pkt: 387 | received
0.924 ACK: 418 | sent
0.924 pkt: 387 | received
0.924 ACK: 418 | sent
0.925 pkt: 387 | received
0.925 ACK: 418 | sent
0.926 pkt: 387 | received
0.926 ACK: 418 | sent
0.927 pkt: 387 | received
0.927 ACK: 418 | sent
0.929 pkt: 387 | received
0.929 ACK: 418 | sent
0.930 pkt: 387 | received
0.930 ACK: 418 | sent
0.935 pkt: 387 | received
0.935 ACK: 418 | sent
0.938 pkt: 387 | received
0.938 ACK: 418 | sent
0.938 pkt: 387 | received
0.938 ACK: 418 | sent
0.942 pkt: 387 | received
0.942 ACK: 418 | sent
0.945 pkt: 419 | received
0.945 ACK: 419 | sent
0.946 pkt: 420 | received
0.946 ACK: 420 | sent
0.948 pkt: 421 | received
0.948 ACK: 421 | sent
0.949 pkt: 422 | received
0.949 ACK: 422 | sent
0.949 pkt: 423 | received
0.949 ACK: 423 | sent
0.951 pkt: 424 | received
0.951 ACK: 424 | sent
0.952 pkt: 425 | received
0.952 ACK: 425 | sent
0.953 pkt: 426 | received
0.953 ACK: 426 | sent
0.954 pkt: 427 | received
0.954 ACK: 427 | sent
0.957 pkt: 428 | received
0.957 ACK: 428 | sent
0.957 pkt: 429 | received
0.958 ACK: 429 | sent
0.958 pkt: 430 | received
0.959 ACK: 430 | sent
0.959 pkt: 431 | received
0.960 ACK: 431 | sent
0.961 pkt: 432 | received
0.961 ACK: 432 | sent
0.962 pkt: 433 | received
0.962 ACK: 433 | sent
0.963 pkt: 434 | received
0.963 ACK: 434 | sent
0.964 pkt: 435 | received
0.964 ACK: 435 | sent
0.965 pkt: 436 | received
0.965 ACK: 436 | sent
0.967 pkt: 437 | received
0.967 ACK: 437 | sent
0.968 pkt: 439 | received
0.968 ACK: 437 | sent
0.969 pkt: 440 | received
0.969 ACK: 437 | sent
0.970 pkt: 441 | received
0.970 ACK: 437 | sent
0.971 pkt: 442 | received
0.971 ACK: 437 | sent
0.973 pkt: 443 | received
0.973 ACK: 437 | sent
0.973 pkt: 444 | received
0.973 ACK: 437 | sent
0.975 pkt: 445 | received
0.975 ACK: 437 | sent
0.976 pkt: 446 | received
0.976 ACK: 437 | sent
0.977 pkt: 447 | received
0.977 ACK: 437 | sent
0.979 pkt: 448 | received
0.979 ACK: 437 | sent
0.979 pkt: 449 | received
0.979 ACK: 437 | sent
0.981 pkt: 450 | received
0.981 ACK: 437 | sent
0.981 pkt: 419 | received
0.981 ACK: 437 | sent
0.982 pkt: 419 | received
0.982 ACK: 437 | sent
0.984 pkt: 419 | received
0.984 ACK: 437 | sent
0.986 pkt: 419 | received
0.986 ACK: 437 | sent
0.986 pkt: 451 | received
0.986 ACK: 437 | sent
0.988 pkt: 452 | received
0.988 ACK: 437 | sent
0.988 pkt: 453 | received
0.988 ACK: 437 | sent
0.989 pkt: 454 | received
0.989 ACK: 437 | sent
0.992 pkt: 456 | received
0.992 ACK: 437 | sent
0.992 pkt: 457 | received
0.992 ACK: 437 | sent
0.993 pkt: 458 | received
0.993 ACK: 437 | sent
0.995 pkt: 459 | received
0.995 ACK: 437 | sent
0.995 pkt: 460 | received
0.996 ACK: 437 | sent
0.996 pkt: 461 | received
0.997 ACK: 437 | sent
0.998 pkt: 462 | received
0.998 ACK: 437 | sent
0.999 pkt: 463 | received
0.999 ACK: 437 | sent
1.000 pkt: 464 | received
1.000 ACK: 437 | sent
1.001 pkt: 465 | received
1.001 ACK: 437 | sent
1.002 pkt: 466 | received
1.002 ACK: 437 | sent
1.004 pkt: 467 | received
1.004 ACK: 437 | sent
1.004 pkt: 468 | received
1.005 ACK: 437 | sent
1.006 pkt: 469 | received
1.006 ACK: 437 | sent
1.007 pkt: 438 | received
1.007 ACK: 454 | sent
1.008 pkt: 438 | received
1.008 ACK: 454 | sent
1.009 pkt: 438 | received
1.009 ACK: 454 | sent
1.011 pkt: 438 | received
1.011 ACK: 454 | sent
1.011 pkt: 438 | received
1.011 ACK: 454 | sent
1.013 pkt: 438 | received
1.013 ACK: 454 | sent
1.015 pkt: 438 | received
1.015 ACK: 454 | sent
1.015 pkt: 438 | received
1.015 ACK: 454 | sent
1.016 pkt: 438 | received
1.016 ACK: 454 | sent
1.018 pkt: 438 | received
1.018 ACK: 454 | sent
1.019 pkt: 438 | received
1.019 ACK: 454 | sent
1.020 pkt: 438 | received
1.020 ACK: 454 | sent
1.020 pkt: 438 | received
1.021 ACK: 454 | sent
1.022 pkt: 438 | received
1.022 ACK: 454 | sent
1.025 pkt: 438 | received
1.025 ACK: 454 | sent
1.026 pkt: 438 | received
1.026 ACK: 454 | sent
1.029 pkt: 470 | received
1.029 ACK: 454 | sent
1.029 pkt: 471 | received
1.029 ACK: 454 | sent
1.030 pkt: 472 | received
1.030 ACK: 454 | sent
1.031 pkt: 473 | received
1.031 ACK: 454 | sent
1.032 pkt: 474 | received
1.032 ACK: 454 | sent
1.033 pkt: 475 | received
1.033 ACK: 454 | sent
1.035 pkt: 476 | received
1.035 ACK: 454 | sent
1.036 pkt: 477 | received
1.036 ACK: 454 | sent
1.037 pkt: 478 | received
1.037 ACK: 454 | sent
1.038 pkt: 479 | received
1.038 ACK: 454 | sent
1.039 pkt: 480 | received
1.039 ACK: 454 | sent
1.040 pkt: 481 | received
1.040 ACK: 454 | sent
1.042 pkt: 482 | received
1.042 ACK: 454 | sent
1.042 pkt: 483 | received
1.043 ACK: 454 | sent
1.044 pkt: 484 | received
1.044 ACK: 454 | sent
1.045 pkt: 485 | received
1.045 ACK: 454 | sent
1.046 pkt: 486 | received
1.046 ACK: 454 | sent
1.048 pkt: 455 | received
1.048 ACK: 486 | sent
1.049 pkt: 455 | received
1.049 ACK: 486 | sent
1.050 pkt: 455 | received
1.050 ACK: 486 | sent
1.051 pkt: 455 | received
1.051 ACK: 486 | sent
1.052 pkt: 455 | received
1.052 ACK: 486 | sent
1.055 pkt: 455 | received
1.055 ACK: 486 | sent
1.055 pkt: 455 | received
1.055 ACK: 486 | sent
1.056 pkt: 455 | received
1.056 ACK: 486 | sent
1.057 pkt: 455 | received
1.057 ACK: 486 | sent
1.059 pkt: 455 | received
1.059 ACK: 486 | sent
1.060 pkt: 455 | received
1.060 ACK: 486 | sent
1.063 pkt: 455 | received
1.063 ACK: 486 | sent
1.066 pkt: 455 | received
1.066 ACK: 486 | sent
1.069 pkt: 487 | received
1.070 ACK: 487 | sent
1.070 pkt: 488 | received
1.070 ACK: 488 | sent
1.071 pkt: 489 | received
1.071 ACK: 489 | sent
1.072 pkt: 490 | received
1.072 ACK: 490 | sent
1.073 pkt: 491 | received
1.073 ACK: 491 | sent
1.074 pkt: 492 | received
1.074 ACK: 492 | sent
1.075 pkt: 493 | received
1.075 ACK: 493 | sent
1.076 pkt: 494 | received
1.076 ACK: 494 | sent
1.078 pkt: 495 | received
1.078 ACK: 495 | sent
1.079 pkt: 496 | received
1.079 ACK: 496 | sent
1.080 pkt: 497 | received
1.080 ACK: 497 | sent
1.081 pkt: 498 | received
1.081 ACK: 498 | sent
1.082 pkt: 499 | received
1.082 ACK: 499 | sent
1.083 pkt: 500 | received
1.083 ACK: 500 | sent
1.085 pkt: 501 | received
1.085 ACK: 501 | sent
1.086 pkt: 502 | received
1.086 ACK: 502 | sent
1.093 pkt: 503 | received
1.093 ACK: 503 | sent
1.093 pkt: 504 | received
1.093 ACK: 504 | sent
1.093 pkt: 505 | received
1.093 ACK: 505 | sent
1.094 pkt: 506 | received
1.095 ACK: 506 | sent
1.096 pkt: 507 | received
1.096 ACK: 507 | sent
1.097 pkt: 508 | received
1.097 ACK: 508 | sent
1.098 pkt: 509 | received
1.098 ACK: 509 | sent
1.100 pkt: 510 | received
1.100 ACK: 510 | sent
1.100 pkt: 511 | received
1.100 ACK: 511 | sent
1.101 pkt: 512 | received
1.101 ACK: 512 | sent
1.103 pkt: 513 | received
1.103 ACK: 513 | sent
1.104 pkt: 514 | received
1.104 ACK: 514 | sent
1.106 pkt: 515 | received
1.106 ACK: 515 | sent
1.106 pkt: 517 | received
1.106 ACK: 515 | sent
1.108 pkt: 518 | received
1.108 ACK: 515 | sent
1.108 pkt: 487 | received
1.108 ACK: 515 | sent
1.109 pkt: 487 | received
1.109 ACK: 515 | sent
1.111 pkt: 487 | received
1.111 ACK: 515 | sent
1.113 pkt: 487 | received
1.113 ACK: 515 | sent
1.113 pkt: 487 | received
1.113 ACK: 515 | sent
1.114 pkt: 519 | received
1.114 ACK: 515 | sent
1.116 pkt: 520 | received
1.116 ACK: 515 | sent
1.116 pkt: 521 | received
1.116 ACK: 515 | sent
1.117 pkt: 522 | received
1.117 ACK: 515 | sent
1.119 pkt: 523 | received
1.119 ACK: 515 | sent
1.120 pkt: 524 | received
1.120 ACK: 515 | sent
1.121 pkt: 525 | received
1.121 ACK: 515 | sent
1.122 pkt: 526 | received
1.122 ACK: 515 | sent
1.123 pkt: 527 | received
1.123 ACK: 515 | sent
1.124 pkt: 528 | received
1.124 ACK: 515 | sent
1.125 pkt: 529 | received
1.125 ACK: 515 | sent
1.126 pkt: 530 | received
1.126 ACK: 515 | sent
1.128 pkt: 531 | received
1.128 ACK: 515 | sent
1.129 pkt: 532 | received
1.129 ACK: 515 | sent
1.130 pkt: 533 | received
1.130 ACK: 515 | sent
1.131 pkt: 534 | received
1.131 ACK: 515 | sent
1.133 pkt: 535 | received
1.133 ACK: 515 | sent
1.133 pkt: 536 | received
1.133 ACK: 515 | sent
1.135 pkt: 537 | received
1.135 ACK: 515 | sent
1.136 pkt: 538 | received
1.136 ACK: 515 | sent
1.137 pkt: 539 | received
1.137 ACK: 515 | sent
1.139 pkt: 540 | received
1.139 ACK: 515 | sent
1.139 pkt: 541 | received
1.139 ACK: 515 | sent
1.141 pkt: 542 | received
1.141 ACK: 515 | sent
1.142 pkt: 543 | received
1.142 ACK: 515 | sent
1.143 pkt: 544 | received
1.143 ACK: 515 | sent
1.144 pkt: 545 | received
1.144 ACK: 515 | sent
1.145 pkt: 547 | received
1.145 ACK: 515 | sent
1.146 pkt: 516 | received
1.147 ACK: 545 | sent
1.148 pkt: 516 | received
1.148 ACK: 545 | sent
1.148 pkt: 516 | received
1.149 ACK: 545 | sent
1.150 pkt: 516 | received
1.150 ACK: 545 | sent
1.151 pkt: 516 | received
1.151 ACK: 545 | sent
1.152 pkt: 516 | received
1.152 ACK: 545 | sent
1.154 pkt: 516 | received
1.154 ACK: 545 | sent
1.155 pkt: 516 | received
1.155 ACK: 545 | sent
1.155 pkt: 516 | received
1.155 ACK: 545 | sent
1.156 pkt: 516 | received
1.156 ACK: 545 | sent
1.158 pkt: 516 | received
1.158 ACK: 545 | sent
1.159 pkt: 516 | received
1.159 ACK: 545 | sent
1.160 pkt: 516 | received
1.160 ACK: 545 | sent
1.161 pkt: 516 | received
1.161 ACK: 545 | sent
1.162 pkt: 516 | received
1.162 ACK: 545 | sent
1.166 pkt: 516 | received
1.166 ACK: 545 | sent
1.167 pkt: 548 | received
1.167 ACK: 545 | sent
1.167 pkt: 549 | received
1.167 ACK: 545 | sent
1.168 pkt: 550 | received
1.169 ACK: 545 | sent
1.170 pkt: 551 | received
1.170 ACK: 545 | sent
1.171 pkt: 552 | received
1.171 ACK: 545 | sent
1.172 pkt: 553 | received
1.172 ACK: 545 | sent
1.173 pkt: 554 | received
1.173 ACK: 545 | sent
1.175 pkt: 555 | received
1.175 ACK: 545 | sent
1.176 pkt: 556 | received
1.176 ACK: 545 | sent
1.177 pkt: 557 | received
1.177 ACK: 545 | sent
1.178 pkt: 558 | received
1.178 ACK: 545 | sent
1.179 pkt: 559 | received
1.179 ACK: 545 | sent
1.180 pkt: 560 | received
1.180 ACK: 545 | sent
1.181 pkt: 561 | received
1.181 ACK: 545 | sent
1.183 pkt: 562 | received
1.183 ACK: 545 | sent
1.183 pkt: 563 | received
1.184 ACK: 545 | sent
1.185 pkt: 564 | received
1.185 ACK: 545 | sent
1.186 pkt: 565 | received
1.186 ACK: 545 | sent
1.187 pkt: 566 | received
1.187 ACK: 545 | sent
1.189 pkt: 567 | received
1.189 ACK: 545 | sent
1.190 pkt: 568 | received
1.190 ACK: 545 | sent
1.191 pkt: 569 | received
1.191 ACK: 545 | sent
1.192 pkt: 570 | received
1.193 ACK: 545 | sent
1.193 pkt: 571 | received
1.193 ACK: 545 | sent
1.194 pkt: 572 | received
1.194 ACK: 545 | sent
1.195 pkt: 573 | received
1.195 ACK: 545 | sent
1.196 pkt: 574 | received
1.196 ACK: 545 | sent
1.197 pkt: 575 | received
1.197 ACK: 545 | sent
1.198 pkt: 576 | received
1.198 ACK: 545 | sent
1.200 pkt: 577 | received
1.200 ACK: 545 | sent
1.201 pkt: 546 | received
1.202 ACK: 577 | sent
1.202 pkt: 546 | received
1.202 ACK: 577 | sent
1.203 pkt: 546 | received
1.204 ACK: 577 | sent
1.205 pkt: 546 | received
1.205 ACK: 577 | sent
1.206 pkt: 546 | received
1.206 ACK: 577 | sent
1.207 pkt: 546 | received
1.207 ACK: 577 | sent
1.208 pkt: 546 | received
1.208 ACK: 577 | sent
1.209 pkt: 546 | received
1.210 ACK: 577 | sent
1.210 pkt: 546 | received
1.210 ACK: 577 | sent
1.211 pkt: 546 | received
1.211 ACK: 577 | sent
1.212 pkt: 546 | received
1.212 ACK: 577 | sent
1.213 pkt: 546 | received
1.214 ACK: 577 | sent
1.215 pkt: 546 | received
1.215 ACK: 577 | sent
1.216 pkt: 546 | received
1.216 ACK: 577 | sent
1.217 pkt: 546 | received
1.217 ACK: 577 | sent
1.218 pkt: 546 | received
1.218 ACK: 577 | sent
1.219 pkt: 546 | received
1.220 ACK: 577 | sent
1.220 pkt: 546 | received
1.221 ACK: 577 | sent
1.222 pkt: 546 | received
1.222 ACK: 577 | sent
1.223 pkt: 546 | received
1.223 ACK: 577 | sent
1.225 pkt: 546 | received
1.225 ACK: 577 | sent
1.226 pkt: 578 | received
1.226 ACK: 578 | sent
1.227 pkt: 579 | received
1.227 ACK: 579 | sent
1.228 pkt: 580 | received
1.228 ACK: 580 | sent
1.229 pkt: 581 | received
1.229 ACK: 581 | sent
1.230 pkt: 582 | received
1.230 ACK: 582 | sent
1.231 pkt: 583 | received
1.231 ACK: 583 | sent
1.233 pkt: 584 | received
1.234 ACK: 584 | sent
1.234 pkt: 585 | received
1.234 ACK: 585 | sent
1.234 pkt: 587 | received
1.235 ACK: 585 | sent
1.236 pkt: 588 | received
1.236 ACK: 585 | sent
1.237 pkt: 589 | received
1.237 ACK: 585 | sent
1.238 pkt: 590 | received
1.238 ACK: 585 | sent
1.239 pkt: 591 | received
1.239 ACK: 585 | sent
1.240 pkt: 592 | received
1.241 ACK: 585 | sent
1.242 pkt: 593 | received
1.242 ACK: 585 | sent
1.242 pkt: 594 | received
1.242 ACK: 585 | sent
1.244 pkt: 595 | received
1.244 ACK: 585 | sent
1.245 pkt: 596 | received
1.245 ACK: 585 | sent
1.246 pkt: 597 | received
1.246 ACK: 585 | sent
1.247 pkt: 598 | received
1.247 ACK: 585 | sent
1.248 pkt: 599 | received
1.248 ACK: 585 | sent
1.251 pkt: 600 | received
1.251 ACK: 585 | sent
1.251 pkt: 601 | received
1.251 ACK: 585 | sent
1.251 pkt: 602 | received
1.252 ACK: 585 | sent
1.255 pkt: 603 | received
1.255 ACK: 585 | sent
1.257 pkt: 604 | received
1.257 ACK: 585 | sent
1.257 pkt: 605 | received
1.257 ACK: 585 | sent
1.257 pkt: 606 | received
1.257 ACK: 585 | sent
1.257 pkt: 607 | received
1.258 ACK: 585 | sent
1.258 pkt: 608 | received
1.259 ACK: 585 | sent
1.260 pkt: 609 | received
1.260 ACK: 585 | sent
1.261 pkt: 578 | received
1.261 ACK: 585 | sent
1.262 pkt: 578 | received
1.262 ACK: 585 | sent
1.263 pkt: 578 | received
1.263 ACK: 585 | sent
1.265 pkt: 578 | received
1.265 ACK: 585 | sent
1.265 pkt: 578 | received
1.266 ACK: 585 | sent
1.267 pkt: 578 | received
1.267 ACK: 585 | sent
1.268 pkt: 578 | received
1.268 ACK: 585 | sent
1.269 pkt: 578 | received
1.269 ACK: 585 | sent
1.271 pkt: 578 | received
1.271 ACK: 585 | sent
1.271 pkt: 578 | received
1.272 ACK: 585 | sent
1.272 pkt: 610 | received
1.272 ACK: 585 | sent
1.274 pkt: 611 | received
1.274 ACK: 585 | sent
1.274 pkt: 612 | received
1.275 ACK: 585 | sent
1.276 pkt: 613 | received
1.276 ACK: 585 | sent
1.277 pkt: 614 | received
1.278 ACK: 585 | sent
1.279 pkt: 615 | received
1.279 ACK: 585 | sent
1.279 pkt: 616 | received
1.280 ACK: 585 | sent
1.280 pkt: 617 | received
1.280 ACK: 585 | sent
1.281 pkt: 586 | received
1.283 ACK: 617 | sent
1.283 pkt: 586 | received
1.283 ACK: 617 | sent
1.284 pkt: 586 | received
1.284 ACK: 617 | sent
1.285 pkt: 586 | received
1.285 ACK: 617 | sent
1.286 pkt: 586 | received
1.286 ACK: 617 | sent
1.288 pkt: 586 | received
1.288 ACK: 617 | sent
1.289 pkt: 586 | received
1.289 ACK: 617 | sent
1.290 pkt: 586 | received
1.290 ACK: 617 | sent
1.291 pkt: 586 | received
1.291 ACK: 617 | sent
1.292 pkt: 586 | received
1.292 ACK: 617 | sent
1.293 pkt: 586 | received
1.294 ACK: 617 | sent
1.294 pkt: 586 | received
1.294 ACK: 617 | sent
1.296 pkt: 586 | received
1.296 ACK: 617 | sent
1.297 pkt: 586 | received
1.298 ACK: 617 | sent
1.299 pkt: 586 | received
1.299 ACK: 617 | sent
1.299 pkt: 586 | received
1.299 ACK: 617 | sent
1.300 pkt: 586 | received
1.300 ACK: 617 | sent
1.302 pkt: 586 | received
1.302 ACK: 617 | sent
1.303 pkt: 586 | received
1.303 ACK: 617 | sent
1.303 pkt: 586 | received
1.304 ACK: 617 | sent
1.305 pkt: 618 | received
1.305 ACK: 618 | sent
1.306 pkt: 619 | received
1.306 ACK: 619 | sent
1.307 pkt: 620 | received
1.307 ACK: 620 | sent
1.309 pkt: 621 | received
1.309 ACK: 621 | sent
1.310 pkt: 622 | received
1.310 ACK: 622 | sent
1.310 pkt: 623 | received
1.311 ACK: 623 | sent
1.312 pkt: 624 | received
1.312 ACK: 624 | sent
1.313 pkt: 625 | received
1.313 ACK: 625 | sent
1.314 pkt: 626 | received
1.314 ACK: 626 | sent
1.315 pkt: 627 | received
1.316 ACK: 627 | sent
1.317 pkt: 628 | received
1.317 ACK: 628 | sent
1.318 pkt: 629 | received
1.318 ACK: 629 | sent
1.319 pkt: 630 | received
1.319 ACK: 630 | sent
1.320 pkt: 631 | received
1.321 ACK: 631 | sent
1.321 pkt: 632 | received
1.321 ACK: 632 | sent
1.322 pkt: 633 | received
1.322 ACK: 633 | sent
1.323 pkt: 634 | received
1.324 ACK: 634 | sent
1.325 pkt: 635 | received
1.325 ACK: 635 | sent
1.326 pkt: 636 | received
1.326 ACK: 636 | sent
1.327 pkt: 637 | received
1.327 ACK: 637 | sent
1.328 pkt: 638 | received
1.328 ACK: 638 | sent
1.329 pkt: 639 | received
1.329 ACK: 639 | sent
1.330 pkt: 640 | received
1.330 ACK: 640 | sent
1.332 pkt: 641 | received
1.332 ACK: 641 | sent
1.333 pkt: 642 | received
1.333 ACK: 642 | sent
1.334 pkt: 643 | received
1.334 ACK: 643 | sent
1.335 pkt: 644 | received
1.335 ACK: 644 | sent
1.336 pkt: 645 | received
1.336 ACK: 645 | sent
1.337 pkt: 646 | received
1.337 ACK: 646 | sent
1.338 pkt: 647 | received
1.338 ACK: 647 | sent
1.340 pkt: 648 | received
1.340 ACK: 648 | sent
1.340 pkt: 649 | received
1.341 ACK: 649 | sent
1.341 pkt: 618 | received
1.342 ACK: 649 | sent
1.343 pkt: 618 | received
